id_trabajador;comunidad_autonoma;sector;tipo_jornada;genero;edad;salario_bruto_anual_eur;salario_bruto_mensual_eur
TRAB_00506;Comunitat Valenciana;Hostelería;Tiempo completo;Hombres;59;12356.18;882.58
TRAB_00507;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;56;28303.77;2021.7
TRAB_00508;Canarias;Información y comunicaciones (Tech);Tiempo completo;Mujeres;54;39467.59;2819.11
TRAB_00509;Andalucía;Hostelería;Tiempo completo;Hombres;23;16640.36;1188.6
TRAB_00510;País Vasco;Hostelería;Tiempo parcial;Hombres;25;10500.0;750.0
TRAB_00511;Andalucía;Hostelería;Tiempo parcial;Hombres;30;10500.0;750.0
TRAB_00512;Canarias;Hostelería;Tiempo completo;Hombres;56;19181.81;1370.13
TRAB_00513;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;25;14690.42;1049.32
TRAB_00514;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;63;27567.99;1969.14
TRAB_00515;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;53;10500.0;750.0
TRAB_00516;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;31;15103.01;1078.79
TRAB_00517;Cataluña;Hostelería;Tiempo completo;Hombres;24;25668.08;1833.43
TRAB_00518;Andalucía;Hostelería;Tiempo completo;Hombres;30;20225.36;1444.67
TRAB_00519;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;54;34734.37;2481.03
TRAB_00520;Andalucía;Hostelería;Tiempo parcial;Hombres;59;11212.44;800.89
TRAB_00521;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;49;40024.17;2858.87
TRAB_00522;Andalucía;Hostelería;Tiempo completo;Mujeres;28;10500.0;750.0
TRAB_00523;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Hombres;24;26258.66;1875.62
TRAB_00524;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;31;30835.75;2202.55
TRAB_00525;País Vasco;Hostelería;Tiempo parcial;Mujeres;40;10500.0;750.0
TRAB_00526;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;42;34489.87;2463.56
TRAB_00527;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;53;12235.08;873.93
TRAB_00528;Cataluña;Hostelería;Tiempo completo;Hombres;42;22425.71;1601.84
TRAB_00529;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;62;11918.88;851.35
TRAB_00530;Castilla y León;Hostelería;Tiempo parcial;Hombres;43;11488.39;820.6
TRAB_00531;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;44;46353.7;3310.98
TRAB_00532;Andalucía;Hostelería;Tiempo parcial;Hombres;54;10500.0;750.0
TRAB_00533;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;31;50069.93;3576.42
TRAB_00534;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;40;56505.3;4036.09
TRAB_00535;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Mujeres;30;25726.15;1837.58
TRAB_00536;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;55;10500.0;750.0
TRAB_00537;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;34;31620.19;2258.59
TRAB_00538;Cataluña;Hostelería;Tiempo parcial;Mujeres;34;15249.17;1089.23
TRAB_00539;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;22;31588.7;2256.34
TRAB_00540;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;46;10500.0;750.0
TRAB_00541;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;43;10500.0;750.0
TRAB_00542;Galicia;Información y comunicaciones (Tech);Tiempo completo;Hombres;23;43012.12;3072.29
TRAB_00543;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;61;19956.57;1425.47
TRAB_00544;Galicia;Hostelería;Tiempo completo;Mujeres;39;17151.21;1225.09
TRAB_00545;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;63;22299.15;1592.8
TRAB_00546;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;32;33801.54;2414.4
TRAB_00547;País Vasco;Hostelería;Tiempo completo;Hombres;30;18574.14;1326.72
TRAB_00548;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Mujeres;60;53617.08;3829.79
TRAB_00549;País Vasco;Hostelería;Tiempo completo;Hombres;50;23812.15;1700.87
TRAB_00550;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;52;30089.74;2149.27
TRAB_00551;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;43;10500.0;750.0
TRAB_00552;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;61;49547.32;3539.09
TRAB_00553;Castilla y León;Hostelería;Tiempo parcial;Mujeres;32;10500.0;750.0
TRAB_00554;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;59;12967.42;926.24
TRAB_00555;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;51;10500.0;750.0
TRAB_00556;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;60;17561.73;1254.41
TRAB_00557;Galicia;Hostelería;Tiempo completo;Mujeres;45;18541.77;1324.41
TRAB_00558;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;27;35150.42;2510.74
TRAB_00559;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;27;19779.6;1412.83
TRAB_00560;País Vasco;Hostelería;Tiempo completo;Mujeres;39;16209.74;1157.84
TRAB_00561;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;48;23027.15;1644.8
TRAB_00562;Canarias;Hostelería;Tiempo completo;Hombres;34;19949.88;1424.99
TRAB_00563;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;32;30714.39;2193.88
TRAB_00564;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;26;42020.24;3001.45
TRAB_00565;Andalucía;Hostelería;Tiempo completo;Mujeres;40;24575.09;1755.36
TRAB_00566;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;55;35570.71;2540.76
TRAB_00567;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;33;42267.7;3019.12
TRAB_00568;Balears, Illes;Hostelería;Tiempo completo;Mujeres;39;19926.03;1423.29
TRAB_00569;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Mujeres;26;33417.03;2386.93
TRAB_00570;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;28;18054.57;1289.61
TRAB_00571;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;38;10500.0;750.0
TRAB_00572;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Mujeres;33;43081.04;3077.22
TRAB_00573;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;47;10500.0;750.0
TRAB_00574;Cataluña;Hostelería;Tiempo parcial;Mujeres;29;10500.0;750.0
TRAB_00575;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;47;33755.22;2411.09
TRAB_00576;Castilla y León;Hostelería;Tiempo parcial;Hombres;48;10500.0;750.0
TRAB_00577;Cataluña;Hostelería;Tiempo parcial;Mujeres;41;12514.19;893.87
TRAB_00578;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;41;10500.0;750.0
TRAB_00579;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;63;34003.44;2428.82
TRAB_00580;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;31;38400.75;2742.91
TRAB_00581;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;61;36297.49;2592.68
TRAB_00582;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;49;18063.8;1290.27
TRAB_00583;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;43;33793.68;2413.83
TRAB_00584;Canarias;Información y comunicaciones (Tech);Tiempo completo;Hombres;52;34580.57;2470.04
TRAB_00585;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;59;25650.01;1832.14
TRAB_00586;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;22;49072.02;3505.14
TRAB_00587;Cataluña;Hostelería;Tiempo parcial;Hombres;55;14825.47;1058.96
TRAB_00588;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;36;10500.0;750.0
TRAB_00589;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;61;29340.76;2095.77
TRAB_00590;País Vasco;Hostelería;Tiempo completo;Mujeres;40;15502.46;1107.32
TRAB_00591;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;60;14438.36;1031.31
TRAB_00592;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Hombres;40;20643.73;1474.55
TRAB_00593;Andalucía;Hostelería;Tiempo parcial;Hombres;60;10500.0;750.0
TRAB_00594;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Hombres;24;22844.13;1631.72
TRAB_00595;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;59;40607.44;2900.53
TRAB_00596;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;33;44005.78;3143.27
TRAB_00597;Galicia;Hostelería;Tiempo parcial;Hombres;46;15079.66;1077.12
TRAB_00598;País Vasco;Hostelería;Tiempo parcial;Mujeres;41;14612.8;1043.77
TRAB_00599;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;34;39720.47;2837.18
TRAB_00600;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;47;16361.27;1168.66
TRAB_00601;Andalucía;Hostelería;Tiempo completo;Mujeres;37;22988.47;1642.03
TRAB_00602;País Vasco;Hostelería;Tiempo parcial;Hombres;51;10960.94;782.92
TRAB_00603;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;38;14927.11;1066.22
TRAB_00604;Andalucía;Hostelería;Tiempo completo;Hombres;51;18385.97;1313.28
TRAB_00605;Cataluña;Hostelería;Tiempo parcial;Hombres;56;10500.0;750.0
TRAB_00606;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;29;38239.92;2731.42
TRAB_00607;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;32;57211.68;4086.55
TRAB_00608;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;27;21877.56;1562.68
TRAB_00609;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;29;33530.51;2395.04
TRAB_00610;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Mujeres;40;25687.78;1834.84
TRAB_00611;Andalucía;Hostelería;Tiempo parcial;Hombres;49;10500.0;750.0
TRAB_00612;Cataluña;Información y comunicaciones (Tech);Tiempo parcial;Hombres;53;24640.33;1760.02
TRAB_00613;Cataluña;Hostelería;Tiempo completo;Mujeres;56;18286.0;1306.14
TRAB_00614;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;33;10500.0;750.0
TRAB_00615;Cataluña;Información y comunicaciones (Tech);Tiempo parcial;Hombres;30;25948.13;1853.44
TRAB_00616;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;24;31117.67;2222.69
TRAB_00617;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;61;39786.79;2841.91
TRAB_00618;País Vasco;Hostelería;Tiempo completo;Hombres;33;18166.65;1297.62
TRAB_00619;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;41;10500.0;750.0
TRAB_00620;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;24;49109.23;3507.8
TRAB_00621;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;54;43134.6;3081.04
TRAB_00622;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;45;10500.0;750.0
TRAB_00623;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Hombres;44;20290.22;1449.3
TRAB_00624;Andalucía;Hostelería;Tiempo parcial;Mujeres;31;10500.0;750.0
TRAB_00625;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;26;33416.12;2386.87
TRAB_00626;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;61;10500.0;750.0
TRAB_00627;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;47;38098.76;2721.34
TRAB_00628;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;60;23162.01;1654.43
TRAB_00629;Cataluña;Hostelería;Tiempo completo;Hombres;46;18345.58;1310.4
TRAB_00630;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;63;48989.19;3499.23
TRAB_00631;Galicia;Hostelería;Tiempo completo;Hombres;29;12762.78;911.63
TRAB_00632;Cataluña;Hostelería;Tiempo parcial;Mujeres;35;11434.12;816.72
TRAB_00633;Galicia;Información y comunicaciones (Tech);Tiempo completo;Hombres;52;35696.86;2549.78
TRAB_00634;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Hombres;47;30318.77;2165.63
TRAB_00635;Cataluña;Hostelería;Tiempo completo;Mujeres;39;22154.92;1582.49
TRAB_00636;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;56;19154.9;1368.21
TRAB_00637;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;61;34268.56;2447.75
TRAB_00638;Canarias;Hostelería;Tiempo completo;Mujeres;27;10500.0;750.0
TRAB_00639;Comunitat Valenciana;Hostelería;Tiempo completo;Hombres;25;15671.74;1119.41
TRAB_00640;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;23;20218.72;1444.19
TRAB_00641;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;30;23576.2;1684.01
TRAB_00642;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;37;27529.6;1966.4
TRAB_00643;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Mujeres;50;29503.86;2107.42
TRAB_00644;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;25;10500.0;750.0
TRAB_00645;Andalucía;Hostelería;Tiempo completo;Hombres;53;19497.64;1392.69
TRAB_00646;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Mujeres;38;29474.81;2105.34
TRAB_00647;Cataluña;Hostelería;Tiempo completo;Hombres;53;24166.9;1726.21
TRAB_00648;Cataluña;Hostelería;Tiempo parcial;Hombres;63;12283.8;877.41
TRAB_00649;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;62;30231.3;2159.38
TRAB_00650;Balears, Illes;Hostelería;Tiempo parcial;Hombres;46;13088.18;934.87
TRAB_00651;País Vasco;Hostelería;Tiempo parcial;Hombres;62;10500.0;750.0
TRAB_00652;Galicia;Información y comunicaciones (Tech);Tiempo parcial;Hombres;38;16486.38;1177.6
TRAB_00653;Castilla y León;Información y comunicaciones (Tech);Tiempo parcial;Hombres;32;16816.59;1201.18
TRAB_00654;País Vasco;Hostelería;Tiempo parcial;Mujeres;63;10500.0;750.0
TRAB_00655;Cataluña;Hostelería;Tiempo parcial;Mujeres;48;10500.0;750.0
TRAB_00656;Cataluña;Hostelería;Tiempo completo;Hombres;33;23737.71;1695.55
TRAB_00657;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;57;39004.01;2786.0
TRAB_00658;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;31;23930.22;1709.3
TRAB_00659;Castilla y León;Hostelería;Tiempo parcial;Mujeres;36;11105.89;793.28
TRAB_00660;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Mujeres;50;10667.73;761.98
TRAB_00661;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;37;43476.77;3105.48
TRAB_00662;Cataluña;Hostelería;Tiempo parcial;Hombres;50;10500.0;750.0
TRAB_00663;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;40;47761.9;3411.56
TRAB_00664;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;26;21362.03;1525.86
TRAB_00665;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Mujeres;50;42213.07;3015.22
TRAB_00666;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;42;13422.32;958.74
TRAB_00667;Cataluña;Hostelería;Tiempo completo;Mujeres;31;12655.71;903.98
TRAB_00668;Castilla y León;Hostelería;Tiempo completo;Mujeres;45;14362.04;1025.86
TRAB_00669;Andalucía;Hostelería;Tiempo parcial;Hombres;33;11084.59;791.76
TRAB_00670;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;61;25481.78;1820.13
TRAB_00671;Canarias;Información y comunicaciones (Tech);Tiempo completo;Hombres;48;47005.02;3357.5
TRAB_00672;Andalucía;Hostelería;Tiempo completo;Hombres;46;23592.95;1685.21
TRAB_00673;Andalucía;Información y comunicaciones (Tech);Tiempo parcial;Hombres;62;11401.74;814.41
TRAB_00674;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;48;23063.24;1647.37
TRAB_00675;Cataluña;Hostelería;Tiempo completo;Mujeres;61;24780.88;1770.06
TRAB_00676;Andalucía;Hostelería;Tiempo parcial;Mujeres;57;10677.04;762.65
TRAB_00677;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;50;43468.89;3104.92
TRAB_00678;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;58;51534.93;3681.07
TRAB_00679;Cataluña;Hostelería;Tiempo parcial;Hombres;27;10500.0;750.0
TRAB_00680;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;54;11905.62;850.4
TRAB_00681;Comunitat Valenciana;Hostelería;Tiempo completo;Hombres;37;20110.59;1436.47
TRAB_00682;Andalucía;Hostelería;Tiempo completo;Mujeres;37;12949.25;924.95
TRAB_00683;Galicia;Hostelería;Tiempo completo;Hombres;36;18425.78;1316.13
TRAB_00684;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;36;45818.41;3272.74
TRAB_00685;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;44;25328.76;1809.2
TRAB_00686;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo parcial;Hombres;29;18721.63;1337.26
TRAB_00687;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;45;32838.79;2345.63
TRAB_00688;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;22;30345.38;2167.53
TRAB_00689;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;54;23747.65;1696.26
TRAB_00690;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;25;10500.0;750.0
TRAB_00691;Canarias;Información y comunicaciones (Tech);Tiempo completo;Mujeres;34;50774.42;3626.74
TRAB_00692;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;47;15940.96;1138.64
TRAB_00693;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;60;39784.2;2841.73
TRAB_00694;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;55;43971.44;3140.82
TRAB_00695;Comunitat Valenciana;Hostelería;Tiempo completo;Hombres;63;13085.45;934.68
TRAB_00696;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;33;11298.39;807.03
TRAB_00697;Andalucía;Hostelería;Tiempo completo;Mujeres;45;15440.16;1102.87
TRAB_00698;Comunitat Valenciana;Hostelería;Tiempo parcial;Mujeres;32;11541.37;824.38
TRAB_00699;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;47;30729.0;2194.93
TRAB_00700;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;24;52062.54;3718.75
TRAB_00701;Cataluña;Hostelería;Tiempo completo;Hombres;46;12824.43;916.03
TRAB_00702;Cataluña;Hostelería;Tiempo parcial;Hombres;44;10500.0;750.0
TRAB_00703;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;31;62001.24;4428.66
TRAB_00704;Cataluña;Hostelería;Tiempo completo;Hombres;55;17830.87;1273.63
TRAB_00705;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;28;40962.85;2925.92
TRAB_00706;Cataluña;Hostelería;Tiempo parcial;Mujeres;48;11560.99;825.78
TRAB_00707;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;56;19113.25;1365.23
TRAB_00708;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;60;10500.0;750.0
TRAB_00709;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;33;21965.72;1568.98
TRAB_00710;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Mujeres;44;37127.84;2651.99
TRAB_00711;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;40;63701.84;4550.13
TRAB_00712;Comunitat Valenciana;Hostelería;Tiempo completo;Mujeres;51;19626.98;1401.93
TRAB_00713;Canarias;Información y comunicaciones (Tech);Tiempo completo;Mujeres;54;14617.61;1044.12
TRAB_00714;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;28;23481.0;1677.21
TRAB_00715;Cataluña;Hostelería;Tiempo completo;Hombres;52;21703.37;1550.24
TRAB_00716;Cataluña;Hostelería;Tiempo parcial;Mujeres;27;11920.05;851.43
TRAB_00717;Cataluña;Hostelería;Tiempo completo;Hombres;52;29089.74;2077.84
TRAB_00718;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Hombres;53;40001.33;2857.24
TRAB_00719;Galicia;Hostelería;Tiempo completo;Mujeres;60;23231.49;1659.39
TRAB_00720;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;56;27015.46;1929.68
TRAB_00721;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;29;32539.65;2324.26
TRAB_00722;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;37;17513.19;1250.94
TRAB_00723;Castilla y León;Hostelería;Tiempo completo;Mujeres;28;18201.15;1300.08
TRAB_00724;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;46;10500.0;750.0
TRAB_00725;Canarias;Hostelería;Tiempo parcial;Mujeres;35;10500.0;750.0
TRAB_00726;Comunitat Valenciana;Hostelería;Tiempo parcial;Hombres;34;10500.0;750.0
TRAB_00727;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;49;29978.33;2141.31
TRAB_00728;Cataluña;Hostelería;Tiempo completo;Hombres;55;27080.67;1934.33
TRAB_00729;Canarias;Información y comunicaciones (Tech);Tiempo completo;Mujeres;60;19455.52;1389.68
TRAB_00730;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Mujeres;33;34904.84;2493.2
TRAB_00731;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Mujeres;56;50746.86;3624.78
TRAB_00732;País Vasco;Hostelería;Tiempo completo;Mujeres;43;13035.21;931.09
TRAB_00733;Galicia;Información y comunicaciones (Tech);Tiempo completo;Mujeres;49;25056.77;1789.77
TRAB_00734;Madrid, Comunidad de;Hostelería;Tiempo completo;Mujeres;56;25587.85;1827.7
TRAB_00735;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;44;33994.23;2428.16
TRAB_00736;País Vasco;Hostelería;Tiempo parcial;Hombres;43;10500.0;750.0
TRAB_00737;Balears, Illes;Hostelería;Tiempo parcial;Hombres;44;13363.21;954.51
TRAB_00738;Andalucía;Hostelería;Tiempo parcial;Hombres;36;10500.0;750.0
TRAB_00739;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;39;30348.61;2167.76
TRAB_00740;Comunitat Valenciana;Información y comunicaciones (Tech);Tiempo completo;Mujeres;52;16971.8;1212.27
TRAB_00741;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;41;27216.91;1944.07
TRAB_00742;Andalucía;Hostelería;Tiempo completo;Hombres;27;11228.56;802.04
TRAB_00743;Madrid, Comunidad de;Hostelería;Tiempo completo;Hombres;23;16435.13;1173.94
TRAB_00744;Andalucía;Hostelería;Tiempo completo;Mujeres;22;17252.64;1232.33
TRAB_00745;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Hombres;46;27046.98;1931.93
TRAB_00746;Comunitat Valenciana;Hostelería;Tiempo completo;Hombres;63;11592.21;828.01
TRAB_00747;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;55;58106.43;4150.46
TRAB_00748;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;52;10500.0;750.0
TRAB_00749;Andalucía;Información y comunicaciones (Tech);Tiempo completo;Hombres;30;17699.47;1264.25
TRAB_00750;Cataluña;Hostelería;Tiempo completo;Hombres;36;25920.44;1851.46
TRAB_00751;Castilla y León;Información y comunicaciones (Tech);Tiempo completo;Hombres;39;32551.05;2325.07
TRAB_00752;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;24;40672.8;2905.2
TRAB_00753;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Hombres;56;20055.63;1432.55
TRAB_00754;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Hombres;44;19733.8;1409.56
TRAB_00755;Galicia;Hostelería;Tiempo completo;Hombres;47;20271.42;1447.96
TRAB_00756;Canarias;Hostelería;Tiempo completo;Hombres;23;20438.55;1459.9
TRAB_00757;Cataluña;Hostelería;Tiempo parcial;Mujeres;24;10500.0;750.0
TRAB_00758;País Vasco;Hostelería;Tiempo completo;Hombres;40;10500.0;750.0
TRAB_00759;Balears, Illes;Hostelería;Tiempo parcial;Mujeres;36;11927.4;851.96
TRAB_00760;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;40;11587.0;827.64
TRAB_00761;Balears, Illes;Hostelería;Tiempo completo;Mujeres;39;23960.95;1711.5
TRAB_00762;Cataluña;Hostelería;Tiempo parcial;Mujeres;55;10500.0;750.0
TRAB_00763;Balears, Illes;Información y comunicaciones (Tech);Tiempo completo;Mujeres;46;33377.2;2384.09
TRAB_00764;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;32;36371.3;2597.95
TRAB_00765;Madrid, Comunidad de;Hostelería;Tiempo parcial;Hombres;60;12609.04;900.65
TRAB_00766;Cataluña;Hostelería;Tiempo parcial;Hombres;22;12298.93;878.5
TRAB_00767;Madrid, Comunidad de;Hostelería;Tiempo parcial;Mujeres;24;10551.8;753.7
TRAB_00768;Cataluña;Hostelería;Tiempo completo;Mujeres;54;27226.06;1944.72
TRAB_00769;País Vasco;Información y comunicaciones (Tech);Tiempo completo;Hombres;56;33112.48;2365.18
TRAB_00770;Balears, Illes;Hostelería;Tiempo completo;Hombres;44;10500.0;750.0
TRAB_00771;Cataluña;Hostelería;Tiempo completo;Hombres;48;24260.69;1732.91
TRAB_00772;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo parcial;Hombres;45;29190.45;2085.03
TRAB_00773;Andalucía;Hostelería;Tiempo parcial;Mujeres;34;10500.0;750.0
TRAB_00774;Cataluña;Información y comunicaciones (Tech);Tiempo completo;Hombres;50;41993.3;2999.52
TRAB_00775;Madrid, Comunidad de;Información y comunicaciones (Tech);Tiempo completo;Hombres;48;38366.96;2740.5
TRAB_00776;Andalucía;Hostelería;Tiempo completo;Hombres;43;17074.65;1219.62
TRAB_00777;Galicia;Información y comunicaciones (Tech);Tiempo completo;Hombres;38;33820.94;2415.78
TRAB_00778;Cataluña;Hostelería;Tiempo parcial;Hombres;37;12192.6;870.9
